n_estimators,auc,aucpr,error,logloss
1,0.968169,0.946579,0.037504,0.636651
2,0.97585,0.95999,0.025843,0.586587
3,0.989634,0.983684,0.022691,0.54195
4,0.992213,0.987325,0.021431,0.501364
5,0.994456,0.989846,0.016388,0.465421
6,0.995064,0.991372,0.017019,0.433075
7,0.995378,0.992262,0.015128,0.403427
8,0.995163,0.99169,0.015443,0.377254
9,0.996536,0.993052,0.015128,0.354463
10,0.996743,0.993533,0.015443,0.331966
11,0.997035,0.994329,0.015443,0.311168
12,0.997135,0.99447,0.015128,0.292401
13,0.99707,0.994343,0.014497,0.275471
14,0.997251,0.994813,0.014497,0.259076
15,0.99721,0.994762,0.014497,0.244527
16,0.997181,0.994718,0.015128,0.230979
17,0.99725,0.994935,0.014497,0.218239
18,0.997244,0.994933,0.014812,0.206496
19,0.997277,0.99504,0.014497,0.195939
20,0.997853,0.9956,0.015443,0.186562
21,0.997823,0.995603,0.015128,0.177201
22,0.997843,0.995726,0.014497,0.168601
23,0.998575,0.99653,0.014497,0.159941
24,0.998556,0.996494,0.014497,0.152574
25,0.998678,0.996735,0.014497,0.145752
26,0.998679,0.996762,0.013867,0.138828
27,0.99884,0.997003,0.013867,0.13264
28,0.998984,0.997294,0.014182,0.127616
29,0.99895,0.997221,0.014497,0.122345
30,0.998994,0.997328,0.013867,0.117925
31,0.999071,0.997519,0.013867,0.112677
32,0.999057,0.9975,0.012922,0.108165
33,0.999064,0.997526,0.012922,0.103709
34,0.999068,0.997536,0.011976,0.099724
35,0.999089,0.99758,0.012291,0.096119
36,0.999098,0.997614,0.011661,0.092486
37,0.999135,0.997724,0.011031,0.089066
38,0.999128,0.997701,0.010715,0.086243
39,0.999172,0.997826,0.0104,0.082846
40,0.999247,0.998006,0.009455,0.08035
41,0.99926,0.998042,0.009455,0.077583
42,0.99926,0.998047,0.00914,0.074953
43,0.999299,0.998115,0.009455,0.072556
44,0.999333,0.998213,0.008824,0.069859
45,0.999391,0.998345,0.008824,0.067468
46,0.999408,0.998403,0.008509,0.065648
47,0.999442,0.998499,0.008194,0.06338
48,0.999428,0.998474,0.007249,0.061514
49,0.999448,0.998522,0.007249,0.059597
50,0.999456,0.998549,0.006934,0.05834
51,0.999487,0.998619,0.006934,0.056552
52,0.999478,0.998601,0.006618,0.055431
53,0.999499,0.99864,0.007564,0.054539
54,0.999524,0.998696,0.006934,0.053115
55,0.999555,0.998775,0.006303,0.051699
56,0.999583,0.998845,0.006618,0.050132
57,0.999606,0.9989,0.006934,0.048961
58,0.999606,0.998903,0.005988,0.047731
59,0.999627,0.998954,0.006303,0.04678
60,0.999638,0.998984,0.005988,0.045793
61,0.999655,0.999028,0.006303,0.044674
62,0.999672,0.999069,0.005988,0.043532
63,0.999674,0.999078,0.005988,0.042718
64,0.999674,0.999078,0.006303,0.041992
65,0.999701,0.999149,0.005988,0.040869
66,0.999715,0.999183,0.005673,0.040054
67,0.999719,0.999192,0.005988,0.039263
68,0.999734,0.999231,0.005673,0.038373
69,0.99973,0.999221,0.005673,0.037865
70,0.999738,0.99924,0.005358,0.037472
71,0.999748,0.999269,0.005358,0.036754
72,0.999757,0.999297,0.005358,0.036163
73,0.999765,0.999317,0.005358,0.03552
74,0.999774,0.999343,0.005358,0.035057
75,0.999769,0.999331,0.005043,0.034535
76,0.999779,0.999356,0.005358,0.034043
77,0.99979,0.999385,0.005358,0.033385
78,0.99979,0.999386,0.005358,0.033164
79,0.999799,0.99941,0.005043,0.032738
80,0.999805,0.999427,0.005043,0.032313
81,0.99981,0.999444,0.004727,0.031877
82,0.999813,0.999449,0.004727,0.031597
83,0.999814,0.999453,0.004727,0.031215
84,0.999804,0.999428,0.004727,0.030868
85,0.999805,0.999432,0.004727,0.030512
86,0.999817,0.999465,0.004727,0.030129
87,0.99982,0.999476,0.004727,0.029821
88,0.999821,0.999478,0.004727,0.029613
89,0.999822,0.99948,0.004412,0.02939
90,0.999828,0.999496,0.004727,0.029082
91,0.999835,0.999514,0.004727,0.028697
92,0.999833,0.99951,0.004412,0.028388
93,0.999833,0.999508,0.004412,0.028226
94,0.999835,0.999514,0.004097,0.028139
95,0.999842,0.999534,0.004097,0.027792
96,0.999846,0.999545,0.004097,0.027607
97,0.999851,0.999558,0.004097,0.027458
98,0.99985,0.999556,0.004412,0.027293
99,0.999857,0.999575,0.004412,0.027004
100,0.999863,0.99959,0.004097,0.026779
101,0.999863,0.999592,0.004097,0.026639
102,0.999867,0.999603,0.004097,0.026431
103,0.999869,0.999607,0.004097,0.026281
104,0.999873,0.999618,0.004097,0.026025
105,0.99987,0.999612,0.004097,0.025912
106,0.999869,0.999608,0.004097,0.025752
107,0.999873,0.999618,0.004097,0.025592
108,0.999875,0.999626,0.004097,0.025405
109,0.99988,0.999638,0.004097,0.025277
110,0.999881,0.999643,0.003782,0.025075
111,0.999879,0.999636,0.003782,0.025013
112,0.99988,0.99964,0.004097,0.024894
113,0.99988,0.999639,0.004097,0.024744
114,0.999887,0.999658,0.004097,0.024589
115,0.999894,0.999679,0.004097,0.02444
116,0.999896,0.999684,0.004097,0.024321
117,0.999897,0.999687,0.004097,0.024248
118,0.999898,0.999692,0.004097,0.024087
119,0.999903,0.999705,0.003782,0.023953
120,0.999907,0.999717,0.003782,0.023818
121,0.999907,0.999717,0.004097,0.023752
122,0.999909,0.999721,0.003782,0.023547
123,0.999909,0.999721,0.003782,0.023547
124,0.999914,0.999736,0.003782,0.023389
125,0.999916,0.999744,0.003782,0.023227
126,0.99992,0.999755,0.003782,0.022933
127,0.99992,0.999755,0.003467,0.022803
128,0.99992,0.999755,0.003467,0.022803
129,0.999921,0.999759,0.003467,0.022686
130,0.99992,0.999755,0.003467,0.022631
131,0.999923,0.999766,0.003467,0.022517
132,0.999923,0.999766,0.003467,0.022517
133,0.999923,0.999766,0.003467,0.022517
134,0.999923,0.999766,0.003467,0.022517
135,0.999923,0.999766,0.003467,0.022469
136,0.999923,0.999766,0.003467,0.022469
137,0.999925,0.99977,0.003467,0.022411
138,0.999929,0.999783,0.003467,0.022282
139,0.999929,0.999783,0.003467,0.022282
140,0.999929,0.999783,0.003467,0.022282
141,0.999928,0.999778,0.003467,0.022174
142,0.999931,0.99979,0.003467,0.022015
143,0.999933,0.999794,0.003467,0.021961
144,0.999933,0.999794,0.003467,0.021961
145,0.999933,0.999794,0.003467,0.021765
146,0.999935,0.9998,0.003467,0.021705
147,0.999936,0.999805,0.003467,0.021579
148,0.999939,0.999814,0.003467,0.021414
149,0.999939,0.999814,0.003467,0.021414
150,0.99994,0.999817,0.003467,0.021308
151,0.999942,0.999823,0.003467,0.021205
152,0.999942,0.999823,0.003467,0.021205
153,0.999942,0.999823,0.003467,0.021205
154,0.999942,0.999823,0.003467,0.021204
155,0.999942,0.999823,0.003467,0.021204
156,0.999942,0.999823,0.003467,0.021205
157,0.999942,0.999823,0.003467,0.021204
158,0.999942,0.999823,0.003467,0.021206
159,0.999942,0.999823,0.003467,0.021206
160,0.999942,0.999823,0.003467,0.021206
161,0.999942,0.999821,0.003467,0.021146
162,0.999943,0.999825,0.003467,0.021016
163,0.999943,0.999825,0.003467,0.021016
164,0.999943,0.999825,0.003467,0.020903
165,0.999943,0.999826,0.003467,0.020738
166,0.999943,0.999826,0.003467,0.020738
167,0.999943,0.999826,0.003467,0.020738
168,0.999943,0.999826,0.003467,0.020736
169,0.999943,0.999826,0.003467,0.020736
170,0.999943,0.999826,0.003467,0.020736
171,0.999943,0.999826,0.003467,0.020736
172,0.999943,0.999826,0.003467,0.020735
173,0.999947,0.999836,0.003467,0.020626
174,0.999947,0.999836,0.003467,0.020626
175,0.999947,0.999836,0.003467,0.020628
176,0.999948,0.999838,0.003467,0.020532
177,0.999948,0.999838,0.003467,0.020532
178,0.999948,0.999838,0.003467,0.020534
179,0.999948,0.999838,0.003467,0.020533
180,0.999944,0.999827,0.003467,0.020472
181,0.999944,0.999827,0.003467,0.020472
182,0.999944,0.999827,0.003467,0.020475
183,0.999944,0.999827,0.003467,0.020477
184,0.999945,0.999831,0.003467,0.020383
185,0.999947,0.999837,0.003467,0.020273
186,0.999949,0.999843,0.003467,0.020135
187,0.999949,0.999843,0.003467,0.020134
188,0.999949,0.999843,0.003467,0.020134
189,0.999949,0.999843,0.003467,0.020133
190,0.999949,0.999843,0.003467,0.020133
191,0.999949,0.999843,0.003467,0.020133
192,0.999949,0.999843,0.003467,0.020133
193,0.999949,0.999843,0.003467,0.02013
194,0.999949,0.999843,0.003467,0.020131
195,0.999949,0.999843,0.003467,0.020129
196,0.999949,0.999842,0.003467,0.020079
197,0.999949,0.999842,0.003467,0.020079
198,0.999949,0.999842,0.003467,0.020079
199,0.999949,0.999842,0.003467,0.020078
200,0.999949,0.999842,0.003467,0.020078
201,0.999949,0.999842,0.003467,0.020079
202,0.999949,0.999842,0.003467,0.020079
203,0.999949,0.999842,0.003467,0.02008
204,0.999949,0.999842,0.003467,0.020079
205,0.999949,0.999842,0.003467,0.020078
206,0.999949,0.999842,0.003467,0.020078
207,0.999949,0.999842,0.003467,0.020079
208,0.999951,0.99985,0.003467,0.019935
209,0.999951,0.99985,0.003467,0.019935
210,0.999951,0.99985,0.003467,0.019935
211,0.999951,0.99985,0.003467,0.019935
212,0.999951,0.99985,0.003467,0.019935
213,0.999951,0.99985,0.003467,0.019934
214,0.999953,0.999855,0.003467,0.019821
215,0.999953,0.999855,0.003467,0.01982
216,0.999953,0.999855,0.003467,0.01982
217,0.999953,0.999855,0.003467,0.01982
218,0.999953,0.999855,0.003467,0.01982
219,0.999953,0.999855,0.003467,0.01977
220,0.999953,0.999855,0.003467,0.01977
221,0.999953,0.999855,0.003467,0.01977
222,0.999953,0.999855,0.003467,0.01977
223,0.999953,0.999855,0.003467,0.01977
224,0.999953,0.999855,0.003467,0.01977
225,0.999955,0.999861,0.003467,0.01968
226,0.999955,0.999861,0.003467,0.01968
227,0.999956,0.999865,0.003467,0.019585
228,0.999956,0.999865,0.003467,0.019585
229,0.999959,0.999873,0.003152,0.019405
230,0.999959,0.999873,0.003152,0.019405
231,0.999959,0.999873,0.003152,0.019405
232,0.999959,0.999873,0.003152,0.019405
233,0.999959,0.999873,0.003152,0.019405
234,0.999959,0.999873,0.003152,0.019405
235,0.999959,0.999873,0.003152,0.019405
236,0.999959,0.999873,0.003152,0.019357
237,0.999959,0.999873,0.003152,0.019357
238,0.999959,0.999873,0.003152,0.019357
239,0.999959,0.999873,0.003152,0.019357
240,0.999959,0.999873,0.003152,0.019357
241,0.999959,0.999873,0.003152,0.019357
242,0.999959,0.999873,0.003152,0.019357
243,0.999959,0.999873,0.003152,0.019358
244,0.999959,0.999873,0.003152,0.019358
245,0.999959,0.999873,0.003152,0.019357
246,0.999959,0.999873,0.003152,0.019357
247,0.999959,0.999873,0.003152,0.019357
248,0.999959,0.999873,0.003152,0.019357
249,0.999959,0.999873,0.003152,0.019357
250,0.999959,0.999873,0.003152,0.019357
251,0.999959,0.999873,0.003152,0.019357
252,0.999959,0.999873,0.003152,0.019357
253,0.999959,0.999873,0.003152,0.019357
254,0.999959,0.999873,0.003152,0.019357
255,0.999959,0.999873,0.003152,0.019357
256,0.999959,0.999873,0.003152,0.019357
257,0.999959,0.999873,0.003152,0.019357
258,0.999959,0.999873,0.003152,0.019358
259,0.999959,0.999873,0.003152,0.019357
260,0.999959,0.999873,0.003152,0.019357
261,0.999959,0.999873,0.003152,0.019357
262,0.999959,0.999873,0.003152,0.019357
263,0.999959,0.999873,0.003152,0.019307
264,0.999959,0.999873,0.003152,0.019307
265,0.999959,0.999872,0.003152,0.019258
266,0.999959,0.999872,0.003152,0.019258
267,0.999959,0.999872,0.003152,0.019258
268,0.999959,0.999872,0.003152,0.019258
269,0.999959,0.999872,0.003152,0.019258
270,0.999959,0.999872,0.003152,0.019258
271,0.999959,0.999872,0.003152,0.019258
272,0.999961,0.999879,0.003467,0.01917
273,0.999963,0.999884,0.003152,0.019054
274,0.999964,0.999888,0.003152,0.018972
275,0.999964,0.999888,0.003152,0.018972
276,0.999964,0.999888,0.003152,0.018972
277,0.999963,0.999886,0.003152,0.018906
278,0.999963,0.999886,0.003152,0.018906
279,0.999963,0.999886,0.003152,0.018906
280,0.999963,0.999884,0.003152,0.018764
281,0.999963,0.999884,0.003152,0.018764
282,0.999963,0.999884,0.003152,0.018764
283,0.999963,0.999884,0.003152,0.018764
284,0.999963,0.999884,0.003152,0.018764
285,0.999962,0.999883,0.003152,0.01871
286,0.999962,0.999883,0.003152,0.01871
287,0.999962,0.999883,0.003152,0.01871
288,0.999962,0.999883,0.003152,0.01871
289,0.999962,0.999883,0.003152,0.01871
290,0.999962,0.999883,0.003152,0.01871
291,0.999963,0.999886,0.003152,0.018621
292,0.999963,0.999886,0.003152,0.018621
293,0.999963,0.999886,0.003152,0.018621
294,0.999963,0.999886,0.003152,0.018621
295,0.999963,0.999886,0.003152,0.018621
296,0.999963,0.999886,0.003152,0.018621
297,0.999963,0.999886,0.003152,0.01862
298,0.999963,0.999886,0.003152,0.01862
299,0.999963,0.999886,0.003152,0.01862
300,0.999963,0.999886,0.003152,0.018621
301,0.999963,0.999886,0.003152,0.018621
302,0.999963,0.999886,0.003152,0.018561
303,0.999963,0.999886,0.003152,0.018562
304,0.999963,0.999886,0.003152,0.018562
305,0.999963,0.999886,0.003152,0.018562
306,0.999963,0.999886,0.003152,0.018561
307,0.999963,0.999886,0.003152,0.018561
308,0.999963,0.999886,0.003152,0.018561
309,0.999963,0.999886,0.003152,0.01856
310,0.999963,0.999886,0.003152,0.01856
311,0.999963,0.999886,0.003152,0.01856
312,0.999964,0.999888,0.003152,0.018508
313,0.999964,0.999888,0.003152,0.018507
314,0.999964,0.999888,0.003152,0.018508
315,0.999964,0.999888,0.003152,0.018508
316,0.999964,0.999888,0.003152,0.018508
317,0.999964,0.999888,0.003152,0.018508
318,0.999964,0.999888,0.003152,0.018509
319,0.999964,0.999888,0.003152,0.018508
320,0.999964,0.999888,0.003152,0.018507
321,0.999964,0.999888,0.003152,0.018508
322,0.999963,0.999886,0.003152,0.018416
323,0.999963,0.999886,0.003152,0.018416
324,0.999963,0.999886,0.002836,0.018416
325,0.999963,0.999886,0.002836,0.018416
326,0.999963,0.999886,0.002836,0.018416
327,0.999963,0.999886,0.002836,0.018416
328,0.999963,0.999886,0.002836,0.018416
329,0.999963,0.999886,0.002836,0.018416
330,0.999963,0.999886,0.002836,0.018416
331,0.999963,0.999886,0.002836,0.018416
332,0.999963,0.999886,0.002836,0.018416
333,0.999963,0.999886,0.002836,0.018416
334,0.999963,0.999886,0.002836,0.018416
335,0.999963,0.999886,0.002836,0.018417
336,0.999963,0.999886,0.002836,0.018417
337,0.999963,0.999886,0.002836,0.018416
338,0.999965,0.999891,0.002836,0.018315
339,0.999965,0.999891,0.002836,0.018315
340,0.999965,0.999891,0.002836,0.018316
341,0.999965,0.999891,0.002836,0.018316
342,0.999965,0.999891,0.002836,0.018316
343,0.999965,0.999891,0.002836,0.018315
344,0.999965,0.999891,0.002836,0.018315
345,0.999965,0.999891,0.002836,0.018315
346,0.999965,0.999891,0.002836,0.018316
347,0.999965,0.999891,0.002836,0.018315
348,0.999965,0.999891,0.002836,0.018316
349,0.999965,0.999891,0.002836,0.018315
350,0.999965,0.999891,0.002836,0.018315
351,0.999965,0.999891,0.002836,0.018315
352,0.999965,0.999891,0.002836,0.018315
353,0.999965,0.999891,0.002836,0.018315
354,0.999964,0.999888,0.002836,0.01827
355,0.999964,0.999888,0.002836,0.01827
356,0.999964,0.999888,0.002836,0.01827
357,0.999964,0.999888,0.002836,0.01827
358,0.999964,0.999888,0.002836,0.01827
359,0.999964,0.999888,0.002836,0.018271
360,0.999964,0.999888,0.002836,0.018271
361,0.999964,0.999888,0.002836,0.01827
362,0.999964,0.999888,0.002836,0.01827
363,0.999964,0.999888,0.002836,0.01827
364,0.999964,0.999888,0.002836,0.018272
365,0.999964,0.999888,0.002836,0.018272
366,0.999964,0.999888,0.002836,0.018271
367,0.999964,0.999888,0.002836,0.018271
368,0.999964,0.999888,0.002836,0.018271
369,0.999964,0.999888,0.002836,0.018271
370,0.999964,0.999888,0.002836,0.01827
371,0.999964,0.999888,0.002836,0.01827
372,0.999964,0.999888,0.002836,0.01827
373,0.999964,0.999888,0.002836,0.018271
374,0.999964,0.999888,0.002836,0.018271
375,0.999964,0.999888,0.002836,0.018271
376,0.999964,0.999888,0.002836,0.018271
377,0.999964,0.999888,0.002836,0.018271
378,0.999964,0.999888,0.002836,0.018271
379,0.999964,0.999888,0.002836,0.018271
380,0.999964,0.999888,0.002836,0.018271
381,0.999964,0.999888,0.002836,0.01827
382,0.999964,0.999888,0.002836,0.01827
383,0.999965,0.999891,0.002836,0.018227
384,0.999966,0.999894,0.002836,0.018141
385,0.999966,0.999894,0.002836,0.018141
386,0.999966,0.999894,0.002836,0.018141
387,0.999968,0.999901,0.002836,0.01803
388,0.999968,0.999901,0.002836,0.01803
389,0.999969,0.999903,0.002836,0.017936
390,0.999969,0.999903,0.002836,0.017861
391,0.999969,0.999903,0.002836,0.017861
392,0.999969,0.999903,0.002836,0.017861
393,0.999969,0.999903,0.002836,0.017861
394,0.999969,0.999903,0.002836,0.017861
395,0.999969,0.999903,0.002836,0.017861
396,0.999969,0.999903,0.002836,0.017861
397,0.999969,0.999903,0.002836,0.017861
398,0.999969,0.999903,0.002836,0.017861
399,0.999969,0.999904,0.002836,0.01782
400,0.999969,0.999904,0.002836,0.01782
401,0.999969,0.999904,0.002836,0.01782
402,0.999969,0.999904,0.002836,0.01782
403,0.999969,0.999904,0.002836,0.01782
404,0.999969,0.999904,0.002836,0.01782
405,0.999969,0.999904,0.002836,0.01782
406,0.999969,0.999904,0.002836,0.01782
407,0.999969,0.999904,0.002836,0.017819
408,0.999969,0.999904,0.002836,0.01782
409,0.999969,0.999904,0.002836,0.01782
410,0.999969,0.999904,0.002836,0.01782
411,0.99997,0.999907,0.002836,0.017732
412,0.99997,0.999907,0.002836,0.017732
413,0.999971,0.999911,0.002836,0.017688
414,0.999971,0.999911,0.002836,0.017688
415,0.999971,0.999911,0.002836,0.017688
416,0.999971,0.999911,0.002836,0.017688
417,0.999972,0.999913,0.002836,0.01757
